symbol,timestamp,timeOpen,timeClose,timeHigh,timeLow,open,high,low,close,volume,marketCap,circulatingSupply
USDC,2022-03-21 23:59:59,2022-03-21 00:00:00,2022-03-21 23:59:59,2022-03-21 10:08:00,2022-03-21 02:41:00,0.9999271216,1.0003770982,0.9993989857,0.9998278424,3371335655.77,53010892417.24,53020020218.23
USDC,2022-03-22 23:59:59,2022-03-22 00:00:00,2022-03-22 23:59:59,2022-03-22 23:14:00,2022-03-22 05:15:00,0.9998196385,1.000267698,0.9994769666,0.9999039003,4026123791.06,52678557970.86,52683620851.43
USDC,2022-03-23 23:59:59,2022-03-23 00:00:00,2022-03-23 23:59:59,2022-03-23 09:19:00,2022-03-23 10:09:00,0.9998903322,1.0003785738,0.9991769251,0.9999534432,3777569857.4,52434965774.66,52437407094.85
USDC,2022-03-24 23:59:59,2022-03-24 00:00:00,2022-03-24 23:59:59,2022-03-24 20:18:00,2022-03-24 12:58:00,0.9999767595,1.0003793291,0.9990728211,0.9997054508,4794381206.19,52458248439.63,52473704528.72
USDC,2022-03-25 23:59:59,2022-03-25 00:00:00,2022-03-25 23:59:59,2022-03-25 22:52:00,2022-03-25 23:47:00,0.9997031505,1.0002494332,0.9987829229,0.9991529173,3995768299.51,52258941156.7,52303246332.68
USDC,2022-03-26 23:59:59,2022-03-26 00:00:00,2022-03-26 23:59:59,2022-03-26 06:01:00,2022-03-26 01:01:00,0.9992030865,1.0005448744,0.9990656376,0.9998921391,2351508896.8,51975504372.82,51981111101.42
USDC,2022-03-27 23:59:59,2022-03-27 00:00:00,2022-03-27 23:59:59,2022-03-27 21:33:00,2022-03-27 22:33:00,0.9999204171,1.0004352803,0.9994948142,1.0000390674,3193250085.24,52083027076.47,52080992406.76
USDC,2022-03-28 23:59:59,2022-03-28 00:00:00,2022-03-28 23:59:59,2022-03-28 21:04:00,2022-03-28 23:22:00,1.0000447664,1.0005113178,0.9992310838,1.0001256861,4736107595.17,52116603385.63,52110053878.15
USDC,2022-03-29 23:59:59,2022-03-29 00:00:00,2022-03-29 23:59:59,2022-03-29 11:52:00,2022-03-29 16:16:00,1.0000636813,1.0003318588,0.9993451068,0.9999964976,4605087734.84,51796986017.3,51797167430.14
USDC,2022-03-30 23:59:59,2022-03-30 00:00:00,2022-03-30 23:59:59,2022-03-30 23:06:00,2022-03-30 14:04:00,0.9999956543,1.0004778255,0.9991652722,0.9994306981,4294916739.1,51740455616.81,51769928332.99
USDC,2022-03-31 23:59:59,2022-03-31 00:00:00,2022-03-31 23:59:59,2022-03-31 00:34:00,2022-03-31 16:54:00,0.9994478526,1.0002943592,0.9989408524,0.9994467364,4965559497.02,51365407020.97,51393841364.94
USDC,2022-04-01 23:59:59,2022-04-01 00:00:00,2022-04-01 23:59:59,2022-04-01 00:25:00,2022-04-01 02:58:00,0.9995157232,1.0004183335,0.9990235111,0.9999939365,4910693132.77,51654176342.4,51654489550.82
USDC,2022-04-02 23:59:59,2022-04-02 00:00:00,2022-04-02 23:59:59,2022-04-02 06:28:00,2022-04-02 15:17:00,1.0000070434,1.0003085262,0.9990645711,0.9993439288,4174919495.96,51598278622.22,51632152989.86
USDC,2022-04-03 23:59:59,2022-04-03 00:00:00,2022-04-03 23:59:59,2022-04-03 13:25:00,2022-04-03 23:07:00,0.9993043591,1.0004383695,0.9985045676,1.0000942224,3383196458.73,51633984578.71,51629119959.29
USDC,2022-04-04 23:59:59,2022-04-04 00:00:00,2022-04-04 23:59:59,2022-04-04 18:43:00,2022-04-04 00:28:00,1.0000883419,1.0003159856,0.998909766,1.00012226,4217884091.91,51724834039.91,51718510936.01
USDC,2022-04-05 23:59:59,2022-04-05 00:00:00,2022-04-05 23:59:59,2022-04-05 06:14:00,2022-04-05 19:11:00,1.0001380651,1.0003600841,0.9990336586,0.9996956286,3993328111.8,51387143232.25,51402788770.84
USDC,2022-04-06 23:59:59,2022-04-06 00:00:00,2022-04-06 23:59:59,2022-04-06 05:49:00,2022-04-06 11:22:00,0.9996587704,1.0006016776,0.9986230378,0.9995854846,5849605362.55,51057860406.94,51079033451.69
USDC,2022-04-07 23:59:59,2022-04-07 00:00:00,2022-04-07 23:59:59,2022-04-07 21:16:00,2022-04-07 00:56:00,0.9996121053,1.0011105632,0.999065619,1.0000374806,3809231230.94,51061579331.2,51059665586.79
USDC,2022-04-08 23:59:59,2022-04-08 00:00:00,2022-04-08 23:59:59,2022-04-08 06:03:00,2022-04-08 11:36:00,1.0001095996,1.0010152731,0.997316348,0.9997413001,3965817036.08,50917565720.41,50930741499.79
USDC,2022-04-09 23:59:59,2022-04-09 00:00:00,2022-04-09 23:59:59,2022-04-09 13:49:00,2022-04-09 02:55:00,0.9997461316,1.0005334183,0.9990671469,1.0000836738,2269317025.88,50978738973.67,50974473747.23
USDC,2022-04-10 23:59:59,2022-04-10 00:00:00,2022-04-10 23:59:59,2022-04-10 19:46:00,2022-04-10 22:46:00,1.0000839966,1.0005027005,0.9991442941,0.999625866,2315716299.79,50992961339.02,51012046681.86
USDC,2022-04-11 23:59:59,2022-04-11 00:00:00,2022-04-11 23:59:59,2022-04-11 04:58:00,2022-04-11 09:43:00,0.9996955747,1.000304261,0.9990094685,0.9997319911,5102389284.77,50795899323.44,50809516725.36
USDC,2022-04-12 23:59:59,2022-04-12 00:00:00,2022-04-12 23:59:59,2022-04-12 11:53:00,2022-04-12 19:10:00,0.9998139267,1.0006244408,0.9992318701,0.999865423,4605505010.24,50634695378.39,50641510560.76
USDC,2022-04-13 23:59:59,2022-04-13 00:00:00,2022-04-13 23:59:59,2022-04-13 03:28:00,2022-04-13 18:03:00,0.9998289353,1.0003904963,0.9991526083,0.9997452644,3725782044.4,50573406243.55,50586292373.58
USDC,2022-04-14 23:59:59,2022-04-14 00:00:00,2022-04-14 23:59:59,2022-04-14 13:07:00,2022-04-14 15:39:00,0.9997251606,1.000333156,0.9990805113,0.9998394505,3957318705.92,50347096657.85,50355181154.82
USDC,2022-04-15 23:59:59,2022-04-15 00:00:00,2022-04-15 23:59:59,2022-04-15 15:07:00,2022-04-15 13:52:00,0.9998312921,1.0005617819,0.9993855074,0.9997531048,3220618832.31,50172530768.33,50184921184.77
USDC,2022-04-16 23:59:59,2022-04-16 00:00:00,2022-04-16 23:59:59,2022-04-16 23:43:00,2022-04-16 15:16:00,0.9997340375,1.0004315465,0.9992695537,1.0002263562,2152278185.95,50106118276.87,50094779014.9
USDC,2022-04-17 23:59:59,2022-04-17 00:00:00,2022-04-17 23:59:59,2022-04-17 11:30:00,2022-04-17 18:16:00,1.0002023919,1.0003210866,0.9989048247,0.9992585444,2678573074.69,50008804043.12,50045910865.7
USDC,2022-04-18 23:59:59,2022-04-18 00:00:00,2022-04-18 23:59:59,2022-04-18 17:19:00,2022-04-18 04:25:00,0.9992733577,1.0005496285,0.9988292453,0.9998731569,4013104507.96,49918940263.91,49925272939.41
USDC,2022-04-19 23:59:59,2022-04-19 00:00:00,2022-04-19 23:59:59,2022-04-19 13:15:00,2022-04-19 18:27:00,0.999882948,1.0006048236,0.9993199644,0.9998965787,3629844065.89,50049208463.92,50054385151.25
USDC,2022-04-20 23:59:59,2022-04-20 00:00:00,2022-04-20 23:59:59,2022-04-20 10:35:00,2022-04-20 23:13:00,0.9999078902,1.0006326405,0.9993131899,0.9998469803,4170091754.97,49884716882.41,49892351394.14
USDC,2022-04-21 23:59:59,2022-04-21 00:00:00,2022-04-21 23:59:59,2022-04-21 12:09:00,2022-04-21 22:31:00,0.9998393788,1.001758998,0.9994390078,1.0002816311,4474827384.92,49906402633.05,49892351394.14
USDC,2022-04-22 23:59:59,2022-04-22 00:00:00,2022-04-22 23:59:59,2022-04-22 16:21:00,2022-04-22 15:05:00,1.0002473123,1.0006771738,0.9994625753,1.0001986469,3882678798.18,49902262354.91,49892351394.14
USDC,2022-04-23 23:59:59,2022-04-23 00:00:00,2022-04-23 23:59:59,2022-04-23 16:12:00,2022-04-23 10:46:00,1.0002368717,1.0006281171,0.999494978,1.0000037872,2324060694.07,49892540348.0,49892351394.14
USDC,2022-04-24 23:59:59,2022-04-24 00:00:00,2022-04-24 23:59:59,2022-04-24 04:46:00,2022-04-24 16:32:00,0.9997912335,1.0018438601,0.9994781643,0.9999634564,2649077080.06,49890528149.94,49892351394.14
USDC,2022-04-25 23:59:59,2022-04-25 00:00:00,2022-04-25 23:59:59,2022-04-25 19:46:00,2022-04-25 06:09:00,0.9999604694,1.002027939,0.9993995879,1.0002184615,4720363070.31,49903250953.21,49892351394.14
USDC,2022-04-26 23:59:59,2022-04-26 00:00:00,2022-04-26 23:59:59,2022-04-26 00:37:00,2022-04-26 20:05:00,1.000191623,1.0018262307,0.9993629987,1.0001265831,4221564997.52,49496598055.57,49490333416.05
USDC,2022-04-27 23:59:59,2022-04-27 00:00:00,2022-04-27 23:59:59,2022-04-27 10:52:00,2022-04-27 03:47:00,1.0001292648,1.0008387248,0.9995352802,1.0003206169,3849488650.91,49570925341.17,49555037159.37
USDC,2022-04-28 23:59:59,2022-04-28 00:00:00,2022-04-28 23:59:59,2022-04-28 01:10:00,2022-04-28 14:04:00,1.0003098771,1.0005051729,0.99950728,1.000028774,4611631886.23,49454880906.08,49453457931.44
USDC,2022-04-29 23:59:59,2022-04-29 00:00:00,2022-04-29 23:59:59,2022-04-29 23:37:00,2022-04-29 11:16:00,1.0000072625,1.0004172463,0.9995416976,1.000022776,4076411418.36,49380238148.96,49379113491.24
USDC,2022-04-30 23:59:59,2022-04-30 00:00:00,2022-04-30 23:59:59,2022-04-30 02:21:00,2022-04-30 23:08:00,1.0000084572,1.0004945561,0.9992804673,1.0002952834,3824993132.09,49363696084.79,49349124108.76
USDC,2022-05-01 23:59:59,2022-05-01 00:00:00,2022-05-01 23:59:59,2022-05-01 16:50:00,2022-05-01 18:38:00,1.0002791398,1.0008496255,0.9994869671,1.0003814201,3757508035.79,49298296906.65,49279500715.29
USDC,2022-05-02 23:59:59,2022-05-02 00:00:00,2022-05-02 23:59:59,2022-05-02 14:52:00,2022-05-02 11:16:00,1.0003614974,1.0005640699,0.9995001963,1.0000601302,3902762409.86,49153599585.43,49150644147.9
USDC,2022-05-03 23:59:59,2022-05-03 00:00:00,2022-05-03 23:59:59,2022-05-03 08:14:00,2022-05-03 18:31:00,1.0000555909,1.000381453,0.9994757522,1.0001194404,3691702287.38,49044522714.04,49038665517.79
USDC,2022-05-04 23:59:59,2022-05-04 00:00:00,2022-05-04 23:59:59,2022-05-04 07:53:00,2022-05-04 18:00:00,1.000118102,1.0006475775,0.9996190708,1.0000773164,4446134899.79,48922769160.45,48918986918.51
USDC,2022-05-05 23:59:59,2022-05-05 00:00:00,2022-05-05 23:59:59,2022-05-05 21:44:00,2022-05-05 14:43:00,1.0000661792,1.0006046519,0.999381015,0.9999578033,5202645490.54,48847546127.07,48849607421.59
USDC,2022-05-06 23:59:59,2022-05-06 00:00:00,2022-05-06 23:59:59,2022-05-06 20:13:00,2022-05-06 11:33:00,0.9999468279,1.0006082282,0.9995232446,1.000072451,5376284196.83,48818135775.03,48814599110.05
USDC,2022-05-07 23:59:59,2022-05-07 00:00:00,2022-05-07 23:59:59,2022-05-07 14:55:00,2022-05-07 04:36:00,1.0000645811,1.0004274693,0.9996171748,0.9999059404,3623126810.68,48561122684.4,48565690753.01
USDC,2022-05-08 23:59:59,2022-05-08 00:00:00,2022-05-08 23:59:59,2022-05-08 06:54:00,2022-05-08 20:49:00,0.9999178132,1.0006313825,0.9995477028,1.0000871054,5432001418.49,48681199304.73,48676959278.41
USDC,2022-05-09 23:59:59,2022-05-09 00:00:00,2022-05-09 23:59:59,2022-05-09 20:15:00,2022-05-09 18:10:00,0.9999943229,1.0006816696,0.9993762559,0.9995946975,8493986111.45,48710396541.75,48730146994.19
USDC,2022-05-10 23:59:59,2022-05-10 00:00:00,2022-05-10 23:59:59,2022-05-10 18:43:00,2022-05-10 00:11:00,0.9995756202,1.0006851813,0.9992778324,0.9998284843,8611992227.95,48444732861.08,48453043317.16
USDC,2022-05-11 23:59:59,2022-05-11 00:00:00,2022-05-11 23:59:59,2022-05-11 23:47:00,2022-05-11 07:08:00,0.9997851556,1.0013496105,0.9992531573,1.0007660664,15143285239.01,49009770946.84,48972254948.47
USDC,2022-05-12 23:59:59,2022-05-12 00:00:00,2022-05-12 23:59:59,2022-05-12 07:45:00,2022-05-12 18:07:00,1.0007771038,1.0114342362,0.9995314696,1.0006588844,18612052637.02,49597238718.09,49564581388.4
USDC,2022-05-13 23:59:59,2022-05-13 00:00:00,2022-05-13 23:59:59,2022-05-13 02:28:00,2022-05-13 16:36:00,1.0006012434,1.001900877,0.9996373022,1.000346567,8025797259.29,50579540928.38,50562017803.31
USDC,2022-05-14 23:59:59,2022-05-14 00:00:00,2022-05-14 23:59:59,2022-05-14 18:22:00,2022-05-14 16:13:00,1.0004182803,1.0009766469,0.9996950021,1.0003809572,5734214071.06,51108110209.88,51088647619.36
USDC,2022-05-15 23:59:59,2022-05-15 00:00:00,2022-05-15 23:59:59,2022-05-15 00:28:00,2022-05-15 02:17:00,1.0003677474,1.001026481,0.999863081,1.0001827571,4610661832.24,51148192672.29,51138846685.36
USDC,2022-05-16 23:59:59,2022-05-16 00:00:00,2022-05-16 23:59:59,2022-05-16 18:34:00,2022-05-16 12:17:00,1.0001953352,1.000816237,0.9997395554,1.0005806574,6650512578.74,52005779139.96,51975599125.39
USDC,2022-05-17 23:59:59,2022-05-17 00:00:00,2022-05-17 23:59:59,2022-05-17 13:34:00,2022-05-17 18:25:00,1.0006234106,1.001045237,0.9999400633,1.0002193688,5271575139.67,52257410413.46,52245949280.05
USDC,2022-05-18 23:59:59,2022-05-18 00:00:00,2022-05-18 23:59:59,2022-05-18 16:35:00,2022-05-18 23:59:00,1.0002190274,1.0007987041,0.9997713065,0.9997713065,5791540700.14,52254317671.08,52266270625.94
USDC,2022-05-19 23:59:59,2022-05-19 00:00:00,2022-05-19 23:59:59,2022-05-19 12:00:00,2022-05-19 00:00:00,0.9998097377,1.0008221586,0.9998097377,1.0002691188,6580258236.5,52731228912.23,52717041765.69
USDC,2022-05-20 23:59:59,2022-05-20 00:00:00,2022-05-20 23:59:59,2022-05-20 19:57:00,2022-05-20 16:41:00,1.0002784149,1.0008874449,0.9997868298,0.9999068522,5519038707.74,52925462319.99,52930392669.08
USDC,2022-05-21 23:59:59,2022-05-21 00:00:00,2022-05-21 23:59:59,2022-05-21 17:26:00,2022-05-21 00:04:00,0.9999439403,1.0008616721,0.9998656686,1.0002663583,3085866979.21,53061574510.82,53047444884.68
USDC,2022-05-22 23:59:59,2022-05-22 00:00:00,2022-05-22 23:59:59,2022-05-22 09:42:00,2022-05-22 07:54:00,1.0002552224,1.0008342596,0.9999366295,1.0000917083,3493584223.34,53139292857.27,53134419990.34
USDC,2022-05-23 23:59:59,2022-05-23 00:00:00,2022-05-23 23:59:59,2022-05-23 07:25:00,2022-05-23 19:05:00,1.0001150022,1.0009061436,0.9997278526,1.0001413039,5594245864.03,53322677856.51,53315144219.95
USDC,2022-05-24 23:59:59,2022-05-24 00:00:00,2022-05-24 23:59:59,2022-05-24 18:18:00,2022-05-24 09:10:00,1.0001490804,1.0009071587,0.999738162,1.0001793313,4616931094.56,53292785641.72,53283230289.57
USDC,2022-05-25 23:59:59,2022-05-25 00:00:00,2022-05-25 23:59:59,2022-05-25 02:53:00,2022-05-25 23:49:00,1.0001769972,1.0010070777,0.9997780234,0.9998211779,4580073336.35,53419227603.5,53428781852.67
USDC,2022-05-26 23:59:59,2022-05-26 00:00:00,2022-05-26 23:59:59,2022-05-26 21:07:00,2022-05-26 12:11:00,0.999838121,1.0011716495,0.9997399615,0.9999300134,6850921932.3,53197144152.26,53200867502.62
USDC,2022-05-27 23:59:59,2022-05-27 00:00:00,2022-05-27 23:59:59,2022-05-27 12:37:00,2022-05-27 05:45:00,0.9999638178,1.0012280512,0.9997046362,1.0004030403,6832701659.11,53562595189.69,53541016000.92
USDC,2022-05-28 23:59:59,2022-05-28 00:00:00,2022-05-28 23:59:59,2022-05-28 00:18:00,2022-05-28 07:48:00,1.0002512447,1.0008467955,0.9998375133,1.0001501366,4367920911.28,53699047371.94,53690986389.96
USDC,2022-05-29 23:59:59,2022-05-29 00:00:00,2022-05-29 23:59:59,2022-05-29 13:33:00,2022-05-29 20:36:00,1.0001487467,1.0008255756,0.9998284437,1.000586164,3972282487.73,53728403269.24,53696928063.58
USDC,2022-05-30 23:59:59,2022-05-30 00:00:00,2022-05-30 23:59:59,2022-05-30 02:01:00,2022-05-30 12:34:00,1.0005681265,1.0008705237,0.9995824093,1.0000994947,6484139842.04,53758684526.5,53753336355.33
USDC,2022-05-31 23:59:59,2022-05-31 00:00:00,2022-05-31 23:59:59,2022-05-31 16:04:00,2022-05-31 14:07:00,1.0000799823,1.0007761317,0.999774485,1.0002097868,5896228359.58,53918517203.92,53907208182.92
USDC,2022-06-01 23:59:59,2022-06-01 00:00:00,2022-06-01 23:59:59,2022-06-01 23:27:00,2022-06-01 17:21:00,1.0002158918,1.0007179926,0.9997115383,1.0001301564,6158677983.81,54048575673.05,54041541819.13
USDC,2022-06-02 23:59:59,2022-06-02 00:00:00,2022-06-02 23:59:59,2022-06-02 08:22:00,2022-06-02 13:32:00,1.0001396348,1.0008081484,0.9998236671,1.0002243918,4994899697.48,54096133447.34,54083997440.87
USDC,2022-06-03 23:59:59,2022-06-03 00:00:00,2022-06-03 23:59:59,2022-06-03 21:52:00,2022-06-03 11:06:00,1.0002716624,1.0007607075,0.9997649455,1.0001430202,4266590882.25,54022580107.69,54014854889.92
USDC,2022-06-04 23:59:59,2022-06-04 00:00:00,2022-06-04 23:59:59,2022-06-04 08:22:00,2022-06-04 12:52:00,1.0001746124,1.0007264487,0.9998280809,1.0002425456,3190396150.07,54082579265.59,54069464952.07
USDC,2022-06-05 23:59:59,2022-06-05 00:00:00,2022-06-05 23:59:59,2022-06-05 16:07:00,2022-06-05 09:38:00,1.0002052518,1.0009603081,0.9998823647,1.0001441809,3227635577.84,54094982708.32,54087184371.26
USDC,2022-06-06 23:59:59,2022-06-06 00:00:00,2022-06-06 23:59:59,2022-06-06 01:27:00,2022-06-06 13:40:00,1.0001401748,1.0008335423,0.9996637903,1.0000819661,4623471415.4,53715354692.21,53710952213.25
USDC,2022-06-07 23:59:59,2022-06-07 00:00:00,2022-06-07 23:59:59,2022-06-07 20:19:00,2022-06-07 02:28:00,1.0000890305,1.0008473064,0.9997417002,1.0001025525,5926284249.28,53852349677.87,53846827551.23
USDC,2022-06-08 23:59:59,2022-06-08 00:00:00,2022-06-08 23:59:59,2022-06-08 13:56:00,2022-06-08 23:46:00,1.0000441984,1.000830339,0.999794405,1.0002183289,4466105668.68,53788697783.07,53776956716.8
USDC,2022-06-09 23:59:59,2022-06-09 00:00:00,2022-06-09 23:59:59,2022-06-09 14:37:00,2022-06-09 18:48:00,1.0002116139,1.0006315759,0.9997468071,1.0002438175,3391661642.73,53858822347.83,53845693823.8
USDC,2022-06-10 23:59:59,2022-06-10 00:00:00,2022-06-10 23:59:59,2022-06-10 18:09:00,2022-06-10 12:34:00,1.0002082684,1.0004773357,0.9996976267,1.0000633742,4483108535.84,53876437572.68,53873023414.21
USDC,2022-06-11 23:59:59,2022-06-11 00:00:00,2022-06-11 23:59:59,2022-06-11 18:40:00,2022-06-11 16:19:00,1.0000884158,1.0010877307,0.9997381552,1.0000896887,4801662883.98,53849159413.65,53844330185.98
USDC,2022-06-12 23:59:59,2022-06-12 00:00:00,2022-06-12 23:59:59,2022-06-12 15:19:00,2022-06-12 02:28:00,1.0001951872,1.0009148224,0.9995265183,1.0000485422,6008997675.76,53994300101.34,53991679227.68
USDC,2022-06-13 23:59:59,2022-06-13 00:00:00,2022-06-13 23:59:59,2022-06-13 13:52:00,2022-06-13 02:55:00,0.9999737068,1.0011169834,0.9995008544,1.0004335005,13815639937.42,54295283677.74,54271756844.02
USDC,2022-06-14 23:59:59,2022-06-14 00:00:00,2022-06-14 23:59:59,2022-06-14 23:25:00,2022-06-14 01:44:00,1.000503162,1.0012256781,0.9995924144,1.0007282619,9261666900.36,54112329915.45,54072950645.98
USDC,2022-06-15 23:59:59,2022-06-15 00:00:00,2022-06-15 23:59:59,2022-06-15 18:46:00,2022-06-15 18:51:00,1.0006433313,1.0013402977,0.9997770335,1.0007043062,10865090031.78,54285391403.79,53844330185.98
USDC,2022-06-16 23:59:59,2022-06-16 00:00:00,2022-06-16 23:59:59,2022-06-16 17:34:00,2022-06-16 13:55:00,1.0007106727,1.0009087716,0.9997885513,1.0003675511,6216714653.5,54600368573.75,54072950645.98
USDC,2022-06-17 23:59:59,2022-06-17 00:00:00,2022-06-17 23:59:59,2022-06-17 06:50:00,2022-06-17 14:07:00,1.0004493287,1.0010643503,0.9999218209,1.000208097,5283451774.43,55096486737.85,53844330185.98
USDC,2022-06-18 23:59:59,2022-06-18 00:00:00,2022-06-18 23:59:59,2022-06-18 21:42:00,2022-06-18 06:56:00,1.0001510643,1.0013236603,0.9995873161,1.0003150078,7168140282.14,55376383864.93,54072950645.98
USDC,2022-06-19 23:59:59,2022-06-19 00:00:00,2022-06-19 23:59:59,2022-06-19 09:19:00,2022-06-19 02:31:00,1.0002580943,1.0010957529,0.9998963079,1.0004040894,6073489273.35,55900557576.71,55877977876.20931
USDC,2022-06-20 23:59:59,2022-06-20 00:00:00,2022-06-20 23:59:59,2022-06-20 09:12:00,2022-06-20 18:00:00,1.000409237,1.0009827217,0.9998435642,1.0001518457,5394231916.64,55744749203.39,54072950645.98
USDC,2022-06-21 23:59:59,2022-06-21 00:00:00,2022-06-21 23:59:59,2022-06-21 05:22:00,2022-06-21 15:42:00,1.0001801947,1.0011090642,0.999839499,0.9999428106,4898540813.65,55824727400.55,55877977876.21
USDC,2022-06-22 23:59:59,2022-06-22 00:00:00,2022-06-22 23:59:59,2022-06-22 12:37:00,2022-06-22 15:47:00,0.9999641313,1.0007912397,0.9996284733,1.0001075935,4567777097.39,55869774140.24,54072950645.98
USDC,2022-06-23 23:59:59,2022-06-23 00:00:00,2022-06-23 23:59:59,2022-06-23 19:29:00,2022-06-23 05:10:00,1.0000925728,1.0007788172,0.999818529,1.0005388769,4598601365.18,55699388575.68,54247184776.39
USDC,2022-06-24 23:59:59,2022-06-24 00:00:00,2022-06-24 23:59:59,2022-06-24 14:03:00,2022-06-24 07:16:00,1.0005604632,1.0006203412,0.9998069917,0.9998639466,5032854948.23,55790164168.69,54580307523.54
USDC,2022-06-25 23:59:59,2022-06-25 00:00:00,2022-06-25 23:59:59,2022-06-25 05:34:00,2022-06-25 12:22:00,0.9999203074,1.0006604131,0.9996618327,1.0001037896,3411506543.89,55887416457.46,55085023710.16
USDC,2022-06-26 23:59:59,2022-06-26 00:00:00,2022-06-26 23:59:59,2022-06-26 11:37:00,2022-06-26 22:28:00,1.0000831778,1.0007355383,0.9998122612,0.9998131118,3243270527.51,55876331532.72,55358945366.31
USDC,2022-06-27 23:59:59,2022-06-27 00:00:00,2022-06-27 23:59:59,2022-06-27 20:34:00,2022-06-27 00:40:00,1.0000090925,1.0006370009,0.9997734699,1.0001656887,3977297458.71,55811850973.26,55877977876.21
USDC,2022-06-28 23:59:59,2022-06-28 00:00:00,2022-06-28 23:59:59,2022-06-28 11:33:00,2022-06-28 14:33:00,1.0001225021,1.0006866141,0.9998149367,1.0001403925,4237935224.71,55810439381.76,55802605112.72
USDC,2022-06-29 23:59:59,2022-06-29 00:00:00,2022-06-29 23:59:59,2022-06-29 19:52:00,2022-06-29 15:24:00,1.0001211387,1.0006822615,0.9998367229,1.0003648244,5094612628.07,55822963264.6,55802605112.72
USDC,2022-06-30 23:59:59,2022-06-30 00:00:00,2022-06-30 23:59:59,2022-06-30 23:51:00,2022-06-30 06:31:00,1.0003925156,1.0007932074,0.9997438453,0.9999144296,5219514116.19,55797830063.86,55802605112.72
USDC,2022-07-01 23:59:59,2022-07-01 00:00:00,2022-07-01 23:59:59,2022-07-01 01:55:00,2022-07-01 09:12:00,1.0000900911,1.0006593032,0.9998116086,1.0001774372,5311122205.81,55812506572.96,55802605112.72
USDC,2022-07-02 23:59:59,2022-07-02 00:00:00,2022-07-02 23:59:59,2022-07-02 18:55:00,2022-07-02 02:33:00,1.000216317,1.0006771183,0.9996776338,0.9999710314,3973778502.52,55800988591.05,55802605112.72
USDC,2022-07-03 23:59:59,2022-07-03 00:00:00,2022-07-03 23:59:59,2022-07-03 20:27:00,2022-07-03 00:36:00,0.9999603195,1.0006550396,0.999773318,1.0003717409,3614447153.74,55823349220.82,55802605112.72
USDC,2022-07-04 23:59:59,2022-07-04 00:00:00,2022-07-04 23:59:59,2022-07-04 09:48:00,2022-07-04 02:27:00,1.0003566489,1.0007296014,0.9998117397,1.0003059333,5032411792.58,55819676986.38,55802605112.72
USDC,2022-07-05 23:59:59,2022-07-05 00:00:00,2022-07-05 23:59:59,2022-07-05 18:39:00,2022-07-05 18:07:00,1.0003364173,1.0005821788,0.999809025,1.0000529332,6243487902.04,55805558925.62,55802605112.72
USDC,2022-07-06 23:59:59,2022-07-06 00:00:00,2022-07-06 23:59:59,2022-07-06 00:43:00,2022-07-06 20:18:00,1.0001123281,1.0007813407,0.9997351882,0.9998794516,5406302049.86,55795878195.32,55802605112.72
USDC,2022-07-07 23:59:59,2022-07-07 00:00:00,2022-07-07 23:59:59,2022-07-07 10:56:06,2022-07-07 11:28:06,0.9998933328,1.0016969332,0.9984712066,1.0000915452,5521739580.6,55552024620.11,55546939563.0
USDC,2022-07-08 23:59:59,2022-07-08 00:00:00,2022-07-08 23:59:59,2022-07-08 15:28:00,2022-07-08 01:58:00,1.0001049774,1.0007109332,0.9996353814,0.9997782439,6142274118.03,55534621688.32,55546939563.0
USDC,2022-07-09 23:59:59,2022-07-09 00:00:00,2022-07-09 23:59:59,2022-07-09 14:11:00,2022-07-09 11:56:00,0.9999154546,1.0005246254,0.9998115578,1.0000455741,4905270939.96,55549471066.38,55546939563.0
USDC,2022-07-10 23:59:59,2022-07-10 00:00:00,2022-07-10 23:59:59,2022-07-10 11:49:00,2022-07-10 02:31:00,1.0000600989,1.0003869286,0.9997015103,1.0000291113,4439375697.55,55548556605.25,55546939563.0
USDC,2022-07-11 23:59:59,2022-07-11 00:00:00,2022-07-11 23:59:59,2022-07-11 13:04:00,2022-07-11 03:01:00,1.0000458595,1.000652318,0.9997256501,1.000168851,4843512116.86,55556318719.39,55546939563.0
USDC,2022-07-12 23:59:59,2022-07-12 00:00:00,2022-07-12 23:59:59,2022-07-12 14:16:00,2022-07-12 00:53:00,1.0001707003,1.0005741087,0.9996863873,0.9998533187,4780296209.28,55305921346.89,55314034882.12
USDC,2022-07-13 23:59:59,2022-07-13 00:00:00,2022-07-13 23:59:59,2022-07-13 17:04:00,2022-07-13 12:41:00,0.99990976,1.0007881801,0.9995345918,1.0000470764,5445116046.65,55363386612.89,55360780424.18
USDC,2022-07-14 23:59:59,2022-07-14 00:00:00,2022-07-14 23:59:59,2022-07-14 15:13:00,2022-07-14 22:21:00,1.0001641464,1.0004748905,0.9997080182,0.9999969819,5345559223.69,55262142341.0,55262309125.69
USDC,2022-07-15 23:59:59,2022-07-15 00:00:00,2022-07-15 23:59:59,2022-07-15 20:28:00,2022-07-15 00:27:00,1.0000092986,1.0004652303,0.9996001274,0.9999627813,5646216485.1,54833444056.68,54835484964.64
USDC,2022-07-16 23:59:59,2022-07-16 00:00:00,2022-07-16 23:59:59,2022-07-16 16:16:00,2022-07-16 20:23:00,0.999945667,1.0008646518,0.9995888521,1.0001508993,5382938984.08,54822440364.86,54814168946.53
