timestamp,open,high,low,close
1663632000,0.02929,0.03682,0.02925,0.03503
1663718400,0.03505,0.03529,0.03178,0.03384
1663804800,0.03384,0.03497,0.03213,0.03269
1663891200,0.0327,0.0332,0.03212,0.0323
1663977600,0.0323,0.0329,0.02995,0.03084
1664064000,0.03084,0.0321,0.02987,0.03011
1664150400,0.03011,0.03055,0.02782,0.02832
1664236800,0.02832,0.03384,0.02645,0.03328
1664323200,0.03331,0.03366,0.0305,0.03127
1664409600,0.03127,0.03262,0.02935,0.03111
1664496000,0.03112,0.0312,0.03021,0.03058
1664582400,0.0306,0.03318,0.03045,0.03197
1664668800,0.03195,0.03258,0.03096,0.03232
1664755200,0.03231,0.03421,0.03191,0.03206
1664841600,0.03208,0.03228,0.03061,0.03121
1664928000,0.03121,0.03172,0.03076,0.03093
1665014400,0.03093,0.03126,0.02991,0.03026
1665100800,0.03025,0.03058,0.02936,0.02945
1665187200,0.02946,0.03017,0.02921,0.02938
1665273600,0.02939,0.02963,0.02906,0.02933
1665360000,0.02932,0.0363,0.02894,0.03431
1665446400,0.03432,0.04509,0.03305,0.04296
1665532800,0.04296,0.06012,0.04088,0.05802
1665619200,0.05809,0.0621,0.04428,0.04443
1665705600,0.04443,0.05357,0.0444,0.05287
1665792000,0.05282,0.05337,0.04594,0.04627
1665878400,0.0463,0.04768,0.04111,0.04183
1665964800,0.04183,0.04239,0.03767,0.03767
1666051200,0.03767,0.04134,0.03698,0.03842
1666137600,0.03842,0.03887,0.0357,0.03595
1666224000,0.03595,0.04059,0.03423,0.04048
1666310400,0.04046,0.04161,0.03665,0.03705
1666396800,0.03706,0.03782,0.03531,0.03749
1666483200,0.0375,0.0377,0.03537,0.03601
1666569600,0.03604,0.03903,0.03536,0.03808
1666656000,0.03811,0.03811,0.03612,0.03648
1666742400,0.03648,0.03798,0.03626,0.03706
1666828800,0.03705,0.03832,0.03697,0.03715
1666915200,0.03706,0.04329,0.03706,0.04154
1667001600,0.04155,0.0465,0.04108,0.04121
1667088000,0.04124,0.04231,0.03819,0.0386
1667174400,0.0386,0.0404,0.03787,0.03949
1667260800,0.03949,0.03955,0.03756,0.03776
1667347200,0.03776,0.03848,0.03715,0.03726
