PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
0.0017209900721207156,-0.19829754018808715,0.4947805128848043,0.23034758362447355,-0.21841508207065943,-0.07777583986656343,1.405441144707563,-0.9604779650265531,-0.7237968114813621,-0.5738329112013938
0.6196055499640956,1.7664113669705492,0.7160126561843982,1.2968042817958374,-0.21142872350167088,-0.45550308967133507,0.698461752442606,-0.18294094803366,0.05851799899851709,-0.902282560080498
0.0963274242785689,-1.1822725054073193,0.8769086422515403,1.0476251950237228,0.43458453151137894,0.6325530450683461,1.8435892929282887,-0.6560797516038465,-0.48475838666339544,-0.12579867878914713
0.6900466192118114,1.9457136657040992,0.7580494673794367,2.432568509885914,0.34273129067572333,-0.3663069621690666,0.4091157681884724,0.20307308990442377,0.5729985165796085,-1.3468745367643948
0.46142239995512346,1.088879327834375,0.8035598743348832,1.0412865701750065,-0.3869072459480339,-0.5870538228401567,0.7963256039147616,0.19247667505679197,0.5440257257342203,-0.1282329608563953
0.2077930944471587,-2.414931104390477,1.2562785406059296,0.24432796635848575,-0.5817345281187436,-0.004225665956597334,1.8146306626477864,0.11738064095197427,0.24676626927622744,-0.3731645688510736
0.5613255931528754,-1.4436674692249656,1.2240471078133544,0.8411068342853898,-0.5168828928917091,-0.3114455008351005,1.137811656135871,-0.5414951767753795,-0.07632012862682484,-1.3656865688395865
1.2035835407770705,2.6929331039206033,0.8790709154141589,1.2921683049735448,-1.2296566373743265,-1.9668482551320932,-0.38047322961412133,0.1748722602138287,0.4579658422092855,-1.0609536436041538
0.33626374578984597,-1.1283291884117697,1.0213257800847801,0.8207545804171552,-0.0988404725710826,0.199605734285766,1.1583629891478844,-0.7457272058010534,-0.09548863379545965,-0.6060685751786712
0.43072684917281934,-1.3462035993120733,1.064400121254341,0.28740456382547686,-0.7738661412070318,-0.7224001476699508,1.0451289856393868,-0.6567571813301023,-0.2512961082378836,-0.17317056325567748
0.4495713795455304,-2.593548095775661,1.3481510301922284,0.6879096819912115,-0.7306357487759052,-0.8154676709831774,0.7453762827225862,-0.2913757331478344,0.36775967691935174,-0.8548038577921095
0.11665582233390213,-1.4759496915807817,0.8159657489041016,0.679444873986825,-0.6386333317059151,-1.0497756588444414,0.28958959418027397,-0.3366504389241135,0.36805104303161196,-1.0556856042512028
0.039107597105046084,-1.074902215555545,0.583330650603596,1.0686361898300338,-0.07786073182848707,-0.9628291107749612,0.09035482618993769,-0.8640881053897165,-0.2501788995580359,-0.34904947630134303
-0.044214976987895775,-0.9609148000064522,0.5741697842406718,1.2595342577235216,0.28022451982718527,-0.529630322444652,0.24675665102414363,-1.135592981966677,-0.22935266291336637,-0.2826782213354015
0.9017765202572462,-4.863323966132229,2.147960262004849,1.0582366890193304,-0.8202027884138405,-0.8341444595462781,1.1636488545541162,0.43253896382012885,0.8649429073578931,-1.1719208434285895
1.437219014094946,-3.1345359143038585,1.9546608271715915,1.7075378242668182,-0.8376147501513418,-2.3859308096080327,-0.6878721264526803,-0.7904159486275907,0.6882438088630441,0.2307532106347514
1.1945854752451532,-1.3731394632577933,1.226802789084188,2.9049999678392826,0.4642778168652677,-1.9061243313049667,-1.7908448713890672,-1.9180698664706246,0.030746444642156135,0.32470481750254904
1.0060000092443486,-2.8604569239159483,1.5295712437389726,5.442757326060414,2.7621352921461306,-1.2266012723985338,-2.5513767053126837,-2.765974953605032,1.2609799573164566,2.6805418156144536
2.7304087173469918,2.7713526463171294,1.8173021839316932,2.881198026141187,-0.817594628493227,-2.880111812319438,-1.1044633924623581,-0.5779391469777287,0.4190606069449264,1.097746932375983
0.30363488842164144,-3.4277510398662154,1.352027229148225,3.3330019226306153,2.124584242147744,-0.1027496060968341,-0.7365155081961673,-1.9546447968073317,1.025523076232087,3.1774753226029686
0.4673400302489046,-2.069140761492716,1.179300592317301,1.379605850119028,-0.025814297073287806,-1.616526357793645,-0.34541282713678434,-0.5841918444497247,1.0216265240112297,2.0191910614002397
0.7557408081306728,0.02857498291412075,0.7718812031767617,0.576102410741786,-0.7103227433799825,-1.4560389644079994,-0.06371112729774862,-0.6427569072250149,-0.6145506968321045,0.4123972070051556
1.2162338198195202,1.7996603873893595,0.8613085657828725,1.0219558577354582,-0.48869896909557664,-0.964370813558017,0.28679402874100773,-0.7494737377322419,-0.8616257262483312,0.1460021161972039
0.4733300915794564,-1.9213162706820721,1.0924261346133235,-0.01781380766445537,-0.6125702641131967,-0.6538616980969104,0.8985622035317612,-0.7414417896598244,-0.5928137900384631,0.6342281034707485
1.0509756724279415,1.494469421754842,0.7408351114826086,0.29592561931094036,-1.1703513550117124,-1.8204742054467062,-0.3429967556970327,-0.8253019196413472,-0.7186469187500241,0.039370022935139456
0.6697573058900448,-0.5400437205175015,1.1490658115119716,3.039343327766856,1.9123323072823242,1.329383835108906,0.3979317866707886,-1.5764577845378547,0.01307073481306206,-0.3596751418609051
