,0,1,2,3,4,5,6,7,8,9
percent_change_24h,-0.050691390999582926,0.345585534862109,-0.17922051017114615,-0.35058748234115017,-0.0375953022198059,0.3104024180609209,0.06469544269296054,0.20615338776392056,-0.12594468878126422,-0.25654684901055497
percent_change_7d,-0.094341985017441,0.40051262226358836,0.004376092025767777,0.030508282857975577,-0.05324244274227488,0.16130379724643767,0.01620457999668953,-0.037847162046824,-0.16670113265838513,0.6437737485952509
percent_change_30d,-0.1157602873780476,0.39155079577966434,-0.059412533311655566,0.021381676095918203,-0.07070520693084394,-0.06041652087236688,0.14896169688429833,-0.06897856661134417,0.5331660905791913,-0.1972949939388431
volume_percent_change_24h,-0.013572144739000168,-0.04909616386710077,0.2484853974837238,0.24051833879065576,-0.21480617692236104,0.6444961685702074,-0.1472199292272721,-0.303859335716521,0.13320620797178634,0.13523738978122848
volume_percent_change_7d,-0.1394577323542281,0.016576637824100234,0.37380050371400475,0.16058377616878486,-0.31722261293071513,0.20505941760219687,-0.22640267516074503,0.1509761084649488,-0.29087183783812554,-0.30732380997916653
volume_percent_change_30d,-0.20810195935110892,-0.054656735929800845,0.3753169980973951,0.048473602817980126,-0.08588967195126022,0.11785615798901745,0.353165658087571,0.3350335695360321,0.1433513234351469,0.10777635331382773
market_cap_percent_change_24h,0.302584819574787,-0.025567547919023634,0.00012130494622521837,0.2837085563445024,0.2970721453853437,0.19421264702618957,0.36926891539553536,0.09572880960821666,-0.09727996413356843,-0.06873810599010773
market_cap_percent_change_7d,0.3645404978194618,0.13578092815376075,-0.01674106160215356,0.047173681270155594,0.04356565657344746,0.0531163043356408,-0.1945164493688832,-0.0536524899082568,0.17257295625151223,0.06292324290756335
market_cap_percent_change_30d,0.31535923382680925,0.16249202570325016,0.26398355640254795,-0.028009114509445227,-0.1383882317668246,-0.15702199815901163,-0.11849081964095809,0.1670345907920964,-0.015978353639771393,-0.08032587832380154
circulating_supply_percent_change_24h,0.30027996446139715,0.034550097744613185,-0.03149048645241665,0.22787420193991673,0.29675624705507325,0.25314068761454206,0.3886896296605778,0.13406983821017868,-0.12146466026612907,-0.11519420407064564
circulating_supply_percent_change_7d,0.3600064722672071,0.15396799181315055,-0.016518451740551197,0.04853212169819811,0.04108151190741605,0.060468861241794826,-0.19363587364535492,-0.055390239922088615,0.16483096419513737,0.09243297822595316
circulating_supply_percent_change_30d,0.313660755826729,0.16845578471807662,0.2631286999236721,-0.02769258688393726,-0.13949058958143765,-0.15797255495657847,-0.11624420387121669,0.16601280798224957,-0.007858081708157875,-0.08333744914021428
realized_daily_volatility,-0.12446309176737358,0.054305766507046625,0.2432893946651778,0.49792245632529714,0.17527229729118865,-0.24979868532299393,-0.06768360064954437,-0.2873427469014399,0.16617739999576508,-0.2724375003473586
peg_error,-0.16534351170506106,0.45014915390471394,-0.09544620095741971,0.10897277862462451,-0.024959681305712147,0.0024084796428789925,0.0686373451254844,-0.007278877834538983,0.005238908821604237,-0.10387635851857378
abs_peg_error,-0.16420359970861093,0.4408785918811827,-0.031038379120181335,0.04676960383273071,0.1268048803501603,0.030485513013098667,-0.03464846383417873,-0.05516549555816072,-0.13583002970424224,-0.18932827628090115
price_deviation_5d,-0.19440910261873207,0.167674394183892,0.11299502698113571,0.32178672906574857,0.2277579586539395,-0.3073422822124033,-0.07634262636669083,0.14579153516259255,-0.3166588922691861,0.3158499022073459
price_deviation_30d,-0.21193501744057364,-0.12379853774307527,-0.1559469964232968,0.17680145443279893,0.16092075662531774,0.14116755638570386,-0.33812543623524577,0.6165416138783384,0.1321346310128192,-0.10393254830587183
downward_price_deviation_5d,0.0175508727969058,0.04399581825150185,0.20684313630766823,-0.2908351010120372,0.5634762819044984,0.15727369409830594,-0.36167675362373486,-0.19074017694452805,-0.22544401650705895,-0.1289506796402844
downward_price_deviation_30d,-0.11971643453060996,0.015038003599208956,0.3511481006992435,-0.24979445356893384,0.38922792082409824,0.058515672128856555,-0.043715300426371353,0.1702925188022104,0.4781582213551927,0.20877406062057946
fear_greed_index,-0.25691233085168713,-0.08015023447702198,0.2472132158497315,-0.23136156330546215,0.10527585556844632,0.01754269228461073,0.2956495752248862,-0.27304517423578234,-0.1139910867428641,-0.1425103163971137
fed_funds_rate,0.19232302374881158,0.10208197386523661,0.38467344207624593,-0.23207774412884485,-0.1131992051898404,-0.1964427249432408,0.1860149511821733,0.09174164204326572,-0.10685989979122137,0.02491677610250106
