date,open,close,high,low,volume,marketCap,circulatingSupply,timeOpen,timeClose,timeHigh,timeLow,name,timestamp,price_dev,abs_price_dev,rel_price_dev,intraday_range,downside_dev,ret_1d,vol_7d,supply_chg,mcap_chg,mcap_velocity,supply_panic,volume_mcap_ratio,timing_asymmetry_hours,recovery_time_hours,collapse_time_hours,dev_acceleration,peg_stable_days,peg_breakdown,price_shock,volume_explosion
2022-01-07 00:00:00+00:00,0.9995250873,1.0004773771,1.0008697995,0.9994020821,4710183600.63,39702380216.57,39683436251.49,2022-01-07 00:00:00+00:00,2022-01-07 23:59:59.999000+00:00,2022-01-07 03:48:00+00:00,2022-01-07 00:21:00+00:00,2781,2022-01-07 23:59:59.999000+00:00,0.0004773770999999538,0.0004773770999999538,0.0004773770999999538,0.0014670170796408277,0.0005979178999999668,0.00091759497138999,0.0006344098157205969,-0.07917056256819743,-0.07832561408329008,-0.06844914426826809,True,0.11863731028056046,3.45,,,-3.580866666667385e-05,11,1.0,0,0
2022-01-08 00:00:00+00:00,1.0004738376,0.9995124213,1.0009972592,0.9994504815,4278836552.27,43501587470.13,43522808264.9,2022-01-08 00:00:00+00:00,2022-01-08 23:59:59.999000+00:00,2022-01-08 22:57:00+00:00,2022-01-08 18:08:00+00:00,2781,2022-01-08 23:59:59.999000+00:00,-0.00048757870000004644,0.00048757870000004644,-0.00048757870000004644,0.001547532243759622,0.0005495184999999569,-0.0009644953719963878,0.0007443042960271269,0.09674998881342711,0.09569217847484057,0.017708960947732777,True,0.09836046914858056,4.816666666666666,,,8.159696666668974e-05,12,1.0,0,0
2022-01-09 00:00:00+00:00,0.9995063388,0.9998355066,1.0011195312,0.999476213,2921877299.23,43635467097.35,43642646024.36,2022-01-09 00:00:00+00:00,2022-01-09 23:59:59.999000+00:00,2022-01-09 11:10:00+00:00,2022-01-09 03:43:00+00:00,2781,2022-01-09 23:59:59.999000+00:00,-0.00016449340000002088,0.00016449340000002088,-0.00016449340000002088,0.0016435885594704251,0.0005237869999999978,0.0003232429063559916,0.000749627937151366,0.0027534473127426295,0.003077580267890845,0.012979376091758699,False,0.0669610638683285,7.45,,,-9.177363333331041e-05,13,1.0,0,0
2022-01-10 00:00:00+00:00,0.9998298046,1.0003807093,1.0011267355,0.9993036467,4659945891.01,43821519566.7,43804842657.26,2022-01-10 00:00:00+00:00,2022-01-10 23:59:59.999000+00:00,2022-01-10 16:25:00+00:00,2022-01-10 01:00:00+00:00,2781,2022-01-10 23:59:59.999000+00:00,0.0003807092999998929,0.0003807092999998929,0.0003807092999998929,0.0018223949972761915,0.0006963532999999522,0.0005452923970001855,0.0007747545312471578,0.00371647110510831,0.0042637900250939165,0.10375043832789776,False,0.10633921272212332,15.416666666666666,,,-3.222260000002031e-05,14,1.0,0,0
2022-01-11 00:00:00+00:00,1.0003536481,1.0002156364,1.0011606381,0.9990750415,3645526457.33,44101728591.33,44092220703.02,2022-01-11 00:00:00+00:00,2022-01-11 23:59:59.999000+00:00,2022-01-11 02:32:00+00:00,2022-01-11 21:49:00+00:00,2781,2022-01-11 23:59:59.999000+00:00,0.00021563640000010764,0.00021563640000010764,0.00021563640000010764,0.0020851469664146527,0.0009249584999999616,-0.00016501007912805843,0.0006958130586147738,0.0065604172581674725,0.006394324692540643,0.013795844154241177,False,0.08266175893265729,-19.283333333333335,,19.283333333333335,-9.064743333331293e-05,15,1.0,0,0
2022-01-12 00:00:00+00:00,1.000225087,0.999799382,1.0008210011,0.9991549077,3486307844.29,44631425710.63,44640381374.92,2022-01-12 00:00:00+00:00,2022-01-12 23:59:59.999000+00:00,2022-01-12 12:32:00+00:00,2022-01-12 23:07:00+00:00,2781,2022-01-12 23:59:59.999000+00:00,-0.00020061800000004126,0.00020061800000004126,-0.00020061800000004126,0.00166642771539542,0.000845092299999961,-0.00041616465975113925,0.0006341730012761987,0.01243214025422068,0.012010801758099987,0.02282452049975836,False,0.07811329772196042,-10.583333333333334,,10.583333333333334,1.2041533333340126e-05,16,1.0,0,0
2022-01-13 00:00:00+00:00,0.999785833,0.9990250986,1.0009783572,0.9989974945,3601566982.16,44946411341.34,44990272418.73,2022-01-13 00:00:00+00:00,2022-01-13 23:59:59.999000+00:00,2022-01-13 04:43:00+00:00,2022-01-13 18:43:00+00:00,2781,2022-01-13 23:59:59.999000+00:00,-0.0009749014000000056,0.0009749014000000056,-0.0009749014000000056,0.0019827957303333904,0.0010025055000000282,-0.0007744387663564112,0.0006992263671478783,0.007837994054562092,0.007057485296396937,0.02566984864429034,False,0.08013024565650731,-14.0,,14.0,0.0001980640333333709,17,1.0,0,0
2022-01-14 00:00:00+00:00,0.9990954785,1.000034125,1.0007549493,0.9990954785,4005995392.61,45171641830.49,45170100399.64,2022-01-14 00:00:00+00:00,2022-01-14 23:59:59.999000+00:00,2022-01-14 17:00:00+00:00,2022-01-14 00:00:00+00:00,2781,2022-01-14 23:59:59.999000+00:00,3.4124999999995964e-05,3.4124999999995964e-05,3.4124999999995964e-05,0.0016594141724914262,0.0009045214999999773,0.0010100110611974689,0.00072163313305703,0.003997041387887368,0.005011089482528819,0.02426012025683577,False,0.0886838562929105,17.000000000000004,,,-6.0503800000037224e-05,18,1.0,0,0
2022-01-15 00:00:00+00:00,1.000054419,0.9994822626,1.0006231563,0.999133038,2837817559.98,45273082060.91,45296533768.45,2022-01-15 00:00:00+00:00,2022-01-15 23:59:59.999000+00:00,2022-01-15 06:03:00+00:00,2022-01-15 21:02:00+00:00,2781,2022-01-15 23:59:59.999000+00:00,-0.0005177374000000512,0.0005177374000000512,-0.0005177374000000512,0.0014908901896105752,0.0008669620000000267,-0.0005518435683382616,0.0006489145798064011,0.0027990499842016625,0.0022456617981845284,0.014376783624171274,False,0.06268222596734248,-14.983333333333333,,14.983333333333333,0.00010570646666666998,19,1.0,0,0
2022-01-16 00:00:00+00:00,0.9994944557,0.999691547,1.0007545105,0.9990724375,2296999988.05,45434277767.95,45448296432.84,2022-01-16 00:00:00+00:00,2022-01-16 23:59:59.999000+00:00,2022-01-16 15:19:00+00:00,2022-01-16 19:11:00+00:00,2781,2022-01-16 23:59:59.999000+00:00,-0.00030845300000004183,0.00030845300000004183,-0.00030845300000004183,0.001682592000550352,0.0009275625000000343,0.00020939281048937275,0.0006407167922185289,0.00335042555719145,0.0035605198431845064,0.010854402210333625,False,0.05055654234852474,-3.8666666666666667,,3.8666666666666667,-0.00022214946666665458,20,1.0,0,0
2022-01-17 00:00:00+00:00,0.9997497447,0.9996785873,1.0009001687,0.9992052655,3025152125.77,45483737542.2,45498361293.44,2022-01-17 00:00:00+00:00,2022-01-17 23:59:59.999000+00:00,2022-01-17 21:56:00+00:00,2022-01-17 13:08:00+00:00,2781,2022-01-17 23:59:59.999000+00:00,-0.0003214126999999678,0.0003214126999999678,-0.0003214126999999678,0.0016954481385640231,0.000794734500000005,-1.2963698691637049e-05,0.0005914164211814999,0.001101578376518253,0.0010886004285708406,0.006909107109304591,False,0.06651063191461017,8.8,,,9.576256666665728e-05,21,1.0,0,0
2022-01-18 00:00:00+00:00,0.9996689483,1.0001047278,1.0009530812,0.9991597845,3223501721.72,45737305224.55,45732515760.33,2022-01-18 00:00:00+00:00,2022-01-18 23:59:59.999000+00:00,2022-01-18 21:21:00+00:00,2022-01-18 11:25:00+00:00,2781,2022-01-18 23:59:59.999000+00:00,0.00010472779999992632,0.00010472779999992632,0.00010472779999992632,0.0017931089116485805,0.0008402155000000189,0.0004262775110055461,0.0006220407198576774,0.005146437371223778,0.005574908660809674,0.010253844945114166,False,0.07047861053234394,9.933333333333334,,,-0.0001376698666667083,22,1.0,0,0
2022-01-19 00:00:00+00:00,1.0000984514,1.0003310615,1.0007582506,0.9991384641,3239858099.23,46051186882.59,46035946154.99,2022-01-19 00:00:00+00:00,2022-01-19 23:59:59.999000+00:00,2022-01-19 11:42:00+00:00,2022-01-19 04:24:00+00:00,2781,2022-01-19 23:59:59.999000+00:00,0.00033106150000006274,0.00033106150000006274,0.00033106150000006274,0.0016192504285241992,0.0008615359000000433,0.00022630999905182136,0.0006001119113420502,0.006634894005179692,0.0068627055419854255,0.013578054828796704,False,0.07035341146559793,7.3,,,7.536166666673634e-06,23,1.0,0,0
2022-01-20 00:00:00+00:00,1.0003364791,1.0004123173,1.0013021608,0.9989262179,3125580293.83,46367978526.68,46348868085.12,2022-01-20 00:00:00+00:00,2022-01-20 23:59:59.999000+00:00,2022-01-20 13:43:00+00:00,2022-01-20 22:01:00+00:00,2781,2022-01-20 23:59:59.999000+00:00,0.0004123172999999092,0.0004123172999999092,0.0004123172999999092,0.0023749636613954075,0.0010737820999999759,8.122890823569762e-05,0.0004713119195252461,0.006797338955008891,0.006879120073445266,0.01944081626228722,False,0.06740816384806489,-8.3,,8.3,3.0301533333313795e-05,24,1.0,0,0
2022-01-21 00:00:00+00:00,1.0004883733,1.0004409013,1.0012143652,0.998995539,7940219543.17,42797813923.9,42778952628.2,2022-01-21 00:00:00+00:00,2022-01-21 23:59:59.999000+00:00,2022-01-21 16:11:00+00:00,2022-01-21 12:36:00+00:00,2781,2022-01-21 23:59:59.999000+00:00,0.00044090129999996286,0.00044090129999996286,0.00044090129999996286,0.0022178483477802847,0.0010044609999999565,2.8572219179734404e-05,0.00030692746950569205,-0.07702271068117206,-0.07699633920261884,-0.06426900942717095,True,0.18552862436592504,3.5833333333333335,3.5833333333333335,,0.00011205783333334551,25,1.0,0,0
2022-01-22 00:00:00+00:00,1.0004386326,1.0000319773,1.0007546192,0.9989852559,6945199429.86,43264434004.35,43263050569.87,2022-01-22 00:00:00+00:00,2022-01-22 23:59:59.999000+00:00,2022-01-22 16:22:00+00:00,2022-01-22 07:25:00+00:00,2781,2022-01-22 23:59:59.999000+00:00,3.197729999993015e-05,3.197729999993015e-05,3.197729999993015e-05,0.0017693067223482517,0.0010147441000000201,-0.0004087437843341979,0.00026083271060998986,0.011316264469525272,0.010902895210482155,-0.06051424657837756,False,0.16052907173503525,8.950000000000001,8.950000000000001,,-9.969473333337753e-05,26,1.0,0,0
2022-01-23 00:00:00+00:00,1.0000899597,1.0001447133,1.0011317175,0.9990891988,4572234576.78,47651385218.76,47644490425.62,2022-01-23 00:00:00+00:00,2022-01-23 23:59:59.999000+00:00,2022-01-23 06:26:00+00:00,2022-01-23 14:28:00+00:00,2781,2022-01-23 23:59:59.999000+00:00,0.00014471330000009885,0.00014471330000009885,0.00014471330000009885,0.0020422231631467753,0.0009108011999999777,0.00011273239512266109,0.0002552522445011212,0.10127440848568825,0.1013985578539851,0.027678728572166023,True,0.0959517662663864,-8.033333333333333,,8.033333333333333,-8.920133333327011e-05,27,1.0,0,0
2022-01-24 00:00:00+00:00,1.0001701473,1.00030513,1.0009897767,0.9991311746,7468827146.4,48058913063.46,48044253320.29,2022-01-24 00:00:00+00:00,2022-01-24 23:59:59.999000+00:00,2022-01-24 18:44:00+00:00,2022-01-24 00:10:00+00:00,2781,2022-01-24 23:59:59.999000+00:00,0.0003051300000000978,0.0003051300000000978,0.0003051300000000978,0.0018580351577323162,0.0008688253999999951,0.0001603934889289338,0.00025486243423540844,0.008390537732670067,0.008552276976400597,0.1229291558890111,False,0.1554098224514086,18.566666666666666,,,-4.525709999995501e-05,28,1.0,0,0
2022-01-25 00:00:00+00:00,1.0003184869,1.0004291899,1.0010904212,0.9983140641,4146328235.37,48579858784.84,49685918255.4,2022-01-25 00:00:00+00:00,2022-01-25 23:59:59.999000+00:00,2022-01-25 10:12:00+00:00,2022-01-25 21:10:06+00:00,2781,2022-01-25 23:59:59.999000+00:00,0.00042918989999995993,0.00042918989999995993,0.00042918989999995993,0.0027751660267705024,0.0016859358999999907,0.00012402205714945325,0.00020995000560897323,0.034169850120590706,0.01083973165793628,0.12285899267642253,False,0.08535076756262448,-10.968333333333334,,10.968333333333334,0.00013240420000000994,29,1.0,0,0
2022-01-26 00:00:00+00:00,1.0004195466,0.9989236212,1.0019967135,0.9980868978,5195373046.02,49632437387.58,49685918255.4,2022-01-26 00:00:00+00:00,2022-01-26 23:59:59.999000+00:00,2022-01-26 18:33:06+00:00,2022-01-26 15:07:06+00:00,2781,2022-01-26 23:59:59.999000+00:00,-0.0010763787999999996,0.0010763787999999996,-0.0010763787999999996,0.003914028677491085,0.001913102199999961,-0.001504922802332942,0.0006069598161685503,0.0,0.021666975348814344,0.041573863167362335,False,0.10467696771466815,3.433333333333333,3.433333333333333,,0.0003105551666666336,0,-29.0,0,0
2022-01-27 00:00:00+00:00,0.9998501883,0.9997758098,1.0011825548,0.9989233777,5023632110.9,49373594427.0,49765127794.81,2022-01-27 00:00:00+00:00,2022-01-27 23:59:59.999000+00:00,2022-01-27 13:49:00+00:00,2022-01-27 04:28:00+00:00,2781,2022-01-27 23:59:59.999000+00:00,-0.00022419019999997403,0.00022419019999997403,-0.00022419019999997403,0.0022596836989404114,0.0010766223000000519,0.0008531068661448149,0.0007253405507202229,0.0015942050019652765,-0.005215197443532604,0.027355620003390646,False,0.10174734428799904,9.35,9.35,,-2.69799333333746e-05,1,1.0,0,0
2022-01-28 00:00:00+00:00,0.9997493028,0.9996512688,1.0012758785,0.9989688853,4809047238.92,49645733198.52,49765127794.81,2022-01-28 00:00:00+00:00,2022-01-28 23:59:59.999000+00:00,2022-01-28 16:31:00+00:00,2022-01-28 01:37:00+00:00,2781,2022-01-28 23:59:59.999000+00:00,-0.00034873120000000757,0.00034873120000000757,-0.00034873120000000757,0.002307798001166245,0.0010311146999999465,-0.00012456892713275103,0.0007234508803621914,0.0,0.005511828228798699,0.021940665130393944,False,0.09686728202179848,14.9,14.9,,-2.681956666665079e-05,2,1.0,0,0
2022-01-29 00:00:00+00:00,1.0003577292,0.9994784982,1.0019985031,0.998393314,2941069880.77,49739175192.8,49765127794.81,2022-01-29 00:00:00+00:00,2022-01-29 23:59:59.999000+00:00,2022-01-29 14:00:06+00:00,2022-01-29 17:10:06+00:00,2781,2022-01-29 23:59:59.999000+00:00,-0.0005215017999999905,0.0005215017999999905,-0.0005215017999999905,0.0036070701935987607,0.0016066860000000238,-0.00017283087151720444,0.0007127702052699243,0.0,0.0018821757331362043,0.0021505654535256546,False,0.05912984824074314,-3.1666666666666665,,3.1666666666666665,-0.00018495900000000307,3,1.0,0,0
2022-01-30 00:00:00+00:00,1.0004047152,1.0000651205,1.0007510986,0.9991957774,2333906963.39,49800880429.14,49797637582.57,2022-01-30 00:00:00+00:00,2022-01-30 23:59:59.999000+00:00,2022-01-30 18:24:00+00:00,2022-01-30 07:31:00+00:00,2781,2022-01-30 23:59:59.999000+00:00,6.512049999995995e-05,6.512049999995995e-05,6.512049999995995e-05,0.0015552199233011107,0.0008042226000000152,0.000586928384208818,0.0007552811921909281,0.0006532644283372413,0.0012405761876994603,0.00865414007424059,False,0.04686477313811425,10.883333333333333,,,-5.302323333333803e-05,4,1.0,0,0
2022-01-31 00:00:00+00:00,1.0000853055,0.9995389826,1.0010747228,0.9990842665,2977541959.97,49848162626.13,49871154097.39,2022-01-31 00:00:00+00:00,2022-01-31 23:59:59.999000+00:00,2022-01-31 16:53:00+00:00,2022-01-31 23:20:00+00:00,2781,2022-01-31 23:59:59.999000+00:00,-0.0004610174000000411,0.0004610174000000411,-0.0004610174000000411,0.0019913743582291115,0.00091573349999996,-0.0005261036398679364,0.0007736447976248838,0.001476305270467826,0.0009494249214585526,0.004077478860077255,False,0.059732230900907804,-6.45,,6.45,3.742873333334451e-05,5,1.0,0,0
2022-02-01 00:00:00+00:00,0.999520314,0.9996832055,1.0004669246,0.9990894527,3093316095.41,50069388438.9,50085255170.13,2022-02-01 00:00:00+00:00,2022-02-01 23:59:59.999000+00:00,2022-02-01 13:53:00+00:00,2022-02-01 06:00:00+00:00,2781,2022-02-01 23:59:59.999000+00:00,-0.000316794499999995,0.000316794499999995,-0.000316794499999995,0.0013779084138069247,0.0009105472999999531,0.0001442894199332745,0.0007747002791054276,0.004293084381442158,0.004437993320420608,0.006638896701041341,False,0.06178058474160901,7.883333333333334,,,-6.823576666666516e-05,6,1.0,0,0
2022-02-02 00:00:00+00:00,0.9997056415,0.9999665434,1.0007260138,0.9991753724,2735917325.32,50428692188.26,50430379414.84,2022-02-02 00:00:00+00:00,2022-02-02 23:59:59.999000+00:00,2022-02-02 18:16:00+00:00,2022-02-02 05:01:00+00:00,2781,2022-02-02 23:59:59.999000+00:00,-3.345659999998141e-05,3.345659999998141e-05,-3.345659999998141e-05,0.0015506932809248748,0.0008246276000000163,0.0002834276883327824,0.0004725499111366134,0.0068907354776905905,0.00717611619719416,0.012606438956702659,False,0.054253188147459684,13.25,,,-1.055463333332618e-05,7,1.0,0,0
2022-02-03 00:00:00+00:00,0.9999010743,1.0002311999,1.0006270565,0.9990600153,2639131315.32,50820489156.62,50808742182.02,2022-02-03 00:00:00+00:00,2022-02-03 23:59:59.999000+00:00,2022-02-03 08:55:00+00:00,2022-02-03 14:31:00+00:00,2781,2022-02-03 23:59:59.999000+00:00,0.0002311998999999787,0.0002311998999999787,0.0002311998999999787,0.0015666789839755251,0.0009399847000000072,0.00026466535480285103,0.000367009600421957,0.0075026754026097375,0.00776932637668537,0.019505764691521765,False,0.05193045874050231,-5.6,,5.6,-7.660583333335413e-05,8,1.0,0,0
2022-02-04 00:00:00+00:00,1.0001866977,0.9995333562,1.0006758055,0.9992316503,5446795900.18,50870604117.67,50894353651.58,2022-02-04 00:00:00+00:00,2022-02-04 23:59:59.999000+00:00,2022-02-04 16:37:00+00:00,2022-02-04 12:15:00+00:00,2781,2022-02-04 23:59:59.999000+00:00,-0.000466643800000055,0.000466643800000055,-0.000466643800000055,0.0014448294206911869,0.0007683496999999484,-0.0006976823958998457,0.00046675008106806474,0.0016849751811076619,0.0009861172507716898,0.01600210635182253,False,0.10707157885487044,4.366666666666667,,,4.994976666668668e-05,9,1.0,0,0
2022-02-05 00:00:00+00:00,0.9995849206,1.0001168399,1.0004786029,0.9988653044,5767688766.02,51039228857.56,51033266137.44,2022-02-05 00:00:00+00:00,2022-02-05 23:59:59.999000+00:00,2022-02-05 01:22:00+00:00,2022-02-05 17:08:00+00:00,2781,2022-02-05 23:59:59.999000+00:00,0.00011683989999999866,0.00011683989999999866,0.00011683989999999866,0.0016131100243859772,0.001134695600000013,0.0005837561061676766,0.00051016622391078,0.002729428235025644,0.003314777616950426,0.012106930455795695,False,0.113005013890716,-15.766666666666667,,15.766666666666667,2.7794433333339086e-05,10,1.0,0,0
2022-02-06 00:00:00+00:00,1.0000906507,1.0003565876,1.0004936245,0.999041058,2185135025.31,51054224335.1,51036025522.04,2022-02-06 00:00:00+00:00,2022-02-06 23:59:59.999000+00:00,2022-02-06 23:34:00+00:00,2022-02-06 08:19:00+00:00,2781,2022-02-06 23:59:59.999000+00:00,0.00035658760000001344,0.00035658760000001344,0.00035658760000001344,0.0014520487174327975,0.0009589420000000182,0.00023971969117519976,0.0004691826813254872,5.407031156035025e-05,0.0002938029800929609,0.004599231183306074,False,0.04280027860119129,15.25,,,4.179590000001158e-05,11,1.0,0,0
2022-02-07 00:00:00+00:00,1.0003119363,0.9990223199,1.0011529776,0.9989975427,3534437072.1,51290055120.03,51340249462.14,2022-02-07 00:00:00+00:00,2022-02-07 23:59:59.999000+00:00,2022-02-07 20:07:00+00:00,2022-02-07 23:58:00+00:00,2781,2022-02-07 23:59:59.999000+00:00,-0.000977680099999989,0.000977680099999989,-0.000977680099999989,0.0021575442881155006,0.001002457300000037,-0.0013337920862810382,0.0006827905005023935,0.005960964573321181,0.004619221778438876,0.008245449599728616,False,0.0689107676688715,-3.85,,3.85,0.00017034543333331134,12,1.0,0,0
2022-02-08 00:00:00+00:00,0.9990772006,0.9991712056,1.0005684803,0.997990986,3736950598.7,51563153536.34,51605924236.46,2022-02-08 00:00:00+00:00,2022-02-08 23:59:59.999000+00:00,2022-02-08 05:29:00+00:00,2022-02-08 17:37:00+00:00,2781,2022-02-08 23:59:59.999000+00:00,-0.0008287944000000547,0.0008287944000000547,-0.0008287944000000547,0.0025796322847915663,0.0020090139999999757,0.0001490314050389685,0.0006830450815065553,0.005174785418912142,0.005324588083808646,0.010265137042766881,False,0.07247327485636272,-12.133333333333333,,12.133333333333333,0.00023731816666668534,13,1.0,0,0
2022-02-09 00:00:00+00:00,0.9991129763,0.9995868213,1.0005635085,0.9990092033,2902479207.18,51825713830.66,51847135961.12,2022-02-09 00:00:00+00:00,2022-02-09 23:59:59.999000+00:00,2022-02-09 12:46:00+00:00,2022-02-09 01:48:00+00:00,2781,2022-02-09 23:59:59.999000+00:00,-0.00041317870000001644,0.00041317870000001644,-0.00041317870000001644,0.0015549476712573727,0.0009907967000000184,0.00041596044568814605,0.0006962795274976341,0.004674109188603337,0.005092013895832803,0.015111178469704,False,0.05600461609971879,10.966666666666667,,,1.8863700000001e-05,14,1.0,0,0
2022-02-10 00:00:00+00:00,0.999591563,1.0001025442,1.0008205621,0.9988831224,4195499894.96,52130795964.59,52125450800.29,2022-02-10 00:00:00+00:00,2022-02-10 23:59:59.999000+00:00,2022-02-10 15:43:00+00:00,2022-02-10 18:30:00+00:00,2781,2022-02-10 23:59:59.999000+00:00,0.00010254419999999875,0.00010254419999999875,0.00010254419999999875,0.0019372410471665434,0.0011168776000000102,0.000515936073796297,0.000721470206124038,0.005367988684634506,0.005886694294782835,0.01639188810759662,False,0.08048025773114621,-2.783333333333333,,2.783333333333333,-0.00029171196666666344,15,1.0,0,0
