window,stablecoin,PC,num_hit_days,num_real_depeg_days,num_matched_days,avg_lead_time_matched,precision,recall,f1_score,specificity,matched_depeg_days,first_match_days,avg_close_price_hit_days
rolling_60d,USDC,PC3,18,3,0,,0.0,0.0,,0.9902597402597403,[],[],0.999677490588889
rolling_60d,USDC,PC4,13,3,0,,0.0,0.0,,0.9929615592853276,[],[],0.9999844186461537
rolling_60d,USDC,PC5,8,3,0,,0.0,0.0,,0.9956686518678939,[],[],0.9999503417875
rolling_60d,USDC,PC6,7,3,0,,0.0,0.0,,0.9962100703844071,[],[],0.9999509634857142
rolling_60d,USDC,PC7,12,3,0,,0.0,0.0,,0.9935029778018408,[],[],0.9999588059666666
rolling_60d,USDC,PC8,13,3,0,,0.0,0.0,,0.9929615592853276,[],[],1.0002133764692307
rolling_60d,USDC,PC9,12,3,0,,0.0,0.0,,0.9935029778018408,[],[],1.0000724883916665
rolling_60d,USDC,PC10,8,3,0,,0.0,0.0,,0.9956686518678939,[],[],1.00012734935
rolling_60d,USDT,PC1,18,2,1,1.0,0.05555555555555555,0.5,0.09999999999999999,0.9908058409951325,[Timestamp('2023-03-11 00:00:00')],[Timestamp('2023-03-10 00:00:00')],1.000793944322222
rolling_60d,USDT,PC2,11,2,0,,0.0,0.0,,0.9940476190476191,[],[],1.0005006851545455
rolling_60d,USDT,PC3,15,2,0,,0.0,0.0,,0.9918831168831169,[],[],1.0001331638
rolling_60d,USDT,PC4,15,2,0,,0.0,0.0,,0.9918831168831169,[],[],1.0003226864666668
rolling_60d,USDT,PC5,15,2,0,,0.0,0.0,,0.9918831168831169,[],[],1.0004243289666666
rolling_60d,USDT,PC6,8,2,0,,0.0,0.0,,0.9956709956709957,[],[],1.0004474541125
rolling_60d,USDT,PC7,15,2,0,,0.0,0.0,,0.9918831168831169,[],[],1.0002219776333332
rolling_60d,USDT,PC8,9,2,0,,0.0,0.0,,0.9951298701298701,[],[],1.0000230493333335
rolling_60d,USDT,PC9,11,2,0,,0.0,0.0,,0.9940476190476191,[],[],0.999869571609091
rolling_60d,USDT,PC10,8,2,0,,0.0,0.0,,0.9956709956709957,[],[],1.0004005344125
rolling_60d,UST,PC3,28,25,6,4.0,0.21428571428571427,0.2608695652173913,0.23529411764705882,0.9489559164733179,"[Timestamp('2021-04-17 00:00:00'), Timestamp('2021-11-13 00:00:00'), Timestamp('2022-05-09 00:00:00')]","[Timestamp('2021-04-10 00:00:00'), Timestamp('2021-11-10 00:00:00'), Timestamp('2022-05-07 00:00:00')]",0.9993290992892857
rolling_60d,UST,PC10,25,25,5,2.6666666666666665,0.2,0.22727272727272727,0.21276595744680854,0.9531615925058547,"[Timestamp('2021-05-20 00:00:00'), Timestamp('2021-11-30 00:00:00'), Timestamp('2022-05-09 00:00:00')]","[Timestamp('2021-05-18 00:00:00'), Timestamp('2021-11-26 00:00:00'), Timestamp('2022-05-07 00:00:00')]",1.000728913668
rolling_60d,UST,PC2,14,25,3,3.6666666666666665,0.21428571428571427,0.15,0.1764705882352941,0.9745958429561201,"[Timestamp('2021-11-13 00:00:00'), Timestamp('2021-11-30 00:00:00'), Timestamp('2022-05-09 00:00:00')]","[Timestamp('2021-11-10 00:00:00'), Timestamp('2021-11-23 00:00:00'), Timestamp('2022-05-08 00:00:00')]",0.9939658493071428
rolling_60d,UST,PC1,15,25,3,3.0,0.2,0.13636363636363635,0.16216216216216214,0.9725400457665904,[Timestamp('2021-11-13 00:00:00')],[Timestamp('2021-11-10 00:00:00')],0.9805580182133331
rolling_60d,UST,PC8,19,25,2,4.5,0.10526315789473684,0.08,0.0909090909090909,0.9604651162790697,"[Timestamp('2021-11-13 00:00:00'), Timestamp('2021-11-30 00:00:00')]","[Timestamp('2021-11-11 00:00:00'), Timestamp('2021-11-23 00:00:00')]",1.0010735702157894
rolling_60d,UST,PC4,20,25,2,2.5,0.1,0.08,0.08888888888888889,0.958139534883721,"[Timestamp('2021-11-13 00:00:00'), Timestamp('2022-05-09 00:00:00')]","[Timestamp('2021-11-11 00:00:00'), Timestamp('2022-05-06 00:00:00')]",1.0001578354149998
rolling_60d,UST,PC9,24,25,2,3.0,0.08333333333333333,0.07692307692307693,0.08,0.9489559164733179,[Timestamp('2021-04-17 00:00:00')],[Timestamp('2021-04-14 00:00:00')],1.0014999173583334
rolling_60d,UST,PC7,23,25,1,1.0,0.043478260869565216,0.05,0.046511627906976744,0.9489559164733179,[Timestamp('2021-05-20 00:00:00')],[Timestamp('2021-05-19 00:00:00')],1.0007924898739131
rolling_60d,UST,PC5,24,25,1,4.0,0.041666666666666664,0.04,0.04081632653061224,0.9466357308584686,[Timestamp('2022-05-09 00:00:00')],[Timestamp('2022-05-05 00:00:00')],1.0002091426291668
rolling_60d,UST,PC6,24,25,1,2.0,0.041666666666666664,0.04,0.04081632653061224,0.9466357308584686,[Timestamp('2022-05-09 00:00:00')],[Timestamp('2022-05-07 00:00:00')],1.0004332417375001
